time,open,high,low,close,Plot,Up Trend,Down Trend,VWAP,Upper Band,Lower Band,Basis,Upper,Lower,EMA,Smoothing Line,Lead 1,Lead 2,Tenkan,Kijun,Lagging Span,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Histogram,MACD,Signal,CCI,Smoothing Line,ADX,+DI,-DI,CHOP
2022-04-13T18:30:00Z,0.7349982,0.73541065,0.7349982,0.73541065,0.735204425,0.7324559637128844,NaN,0.7205464084462184,0.7289245649538398,0.712168251938597,0.7312977735000031,0.7345260519511331,0.7280694950488732,0.7320328124076753,0.7318470140863352,NaN,NaN,0.73286674,0.732035945,NaN,36,207.35,64.39982738437811,48.952502833189946,NaN,NaN,0.0006402789517877533,0.00025680625534330037,-0.00038347269644445293,201.95877076743685,134.26005438668093,14.232323250276965,59.90946883451667,32.444121246451076,22.730720104520287
2022-04-13T18:34:00Z,0.73493575,0.73617163,0.73493575,0.73617163,0.7355536899999999,0.7327093108415959,NaN,0.7208380385962067,0.7293937110890594,0.7122823661033539,0.7315273310000032,0.7353933245357115,0.727661337464295,0.7321951189799233,0.731941615024126,NaN,NaN,0.7332472299999999,0.732416435,NaN,4805,446.9,66.53358366147418,50.74405330592612,NaN,NaN,0.0007492546246682603,0.0005530955843908725,-0.00019615904027738785,181.39721292598952,173.6626704320917,15.654276372579945,60.06107532275529,29.48898348205382,19.048326095756963
2022-04-13T18:36:00Z,0.7362574,0.7362574,0.7362574,0.7362574,0.7362574,0.7336717277574363,NaN,0.7208401298324507,0.7293971062460027,0.7122831534188987,0.7317375555000032,0.7361180340753052,0.7273570769247012,0.7323544241179655,0.7320607132584739,NaN,NaN,0.733290115,0.73245932,NaN,34,443.05,66.77529702716436,52.27918212354657,NaN,NaN,0.0007855432852628748,0.0007857700663012057,2.2678103833086052e-7,166.7473997997077,176.23461488721082,17.010153094795744,60.331119890588354,29.28959554498238,15.213992983432027
2022-04-13T18:37:00Z,0.73551198,0.73551198,0.73551198,0.73551198,0.73551198,0.7336717277574363,NaN,0.7208405394971941,0.7293977476416206,0.7122833313527676,0.7319259055000032,0.7366052147112763,0.7272465962887302,0.7324782498388296,0.7321911093659846,NaN,NaN,0.7333287449999999,0.73245932,NaN,7,442.25,62.547157158097775,53.47042259100963,NaN,NaN,0.0007195358071507447,0.0008996465399767617,0.00018011073282601703,117.7892960567584,164.73983005308068,17.63489762633995,56.74039799617406,33.498060395294736,17.325971797524975
2022-04-13T18:39:00Z,0.734638,0.734638,0.734638,0.734638,0.734638,0.7336717277574363,NaN,0.7208479103468691,0.7294087711312356,0.7122870495625027,0.7320008605000032,0.7368019314086994,0.727199789591307,0.7325629459235814,0.7323247102535929,NaN,NaN,0.7333287449999999,0.73245932,NaN,134,440,57.91671390019044,54.640443395083096,NaN,NaN,0.000583026945665623,0.0009088944149080458,0.0003258674692424228,83.1353818937377,150.20561228872603,17.524465647046142,52.77443113990918,38.146326845018514,20.735524175845438
2022-04-13T18:41:00Z,0.73593166,0.73593166,0.73593166,0.73593166,0.73593166,0.7336717277574363,NaN,0.7208501349911571,0.7294123239275422,0.7122879460547721,0.7322874890000033,0.7373037246242077,0.7272712533757989,0.7326950523579507,0.732457158243648,NaN,NaN,0.7333287449999999,0.73245932,NaN,37,429.95,62.35875259598257,55.78254533610544,NaN,NaN,0.0005464900874646187,0.0010089800785731962,0.00046248999110857743,107.70332311360049,131.35452275795876,18.076233416400004,57.50877005057567,34.32217726163484,20.814900633846545
2022-04-13T18:42:00Z,0.73554209,0.73554209,0.73554209,0.73554209,0.73554209,0.7336717277574363,NaN,0.7208505449262054,0.7294129661045571,0.7122881237478537,0.7326315315000033,0.737548614786044,0.7277144482139625,0.7328067008929331,0.73257947462625,NaN,NaN,0.7344591949999999,0.73245932,NaN,7,420.8,60.29478680192982,56.8466160338629,NaN,NaN,0.0004658636989030155,0.0010448196147373467,0.0005789559158343313,86.77539801031556,112.43015977482396,18.28268843110449,55.69796574482722,36.390204174786064,21.12241804641879
2022-04-13T18:52:00Z,0.73704941,0.73704941,0.73704941,0.73704941,0.73704941,0.7343129966728886,NaN,0.7210254254249596,0.7297044714890605,0.7123463793608588,0.7330014100000033,0.7380766721039907,0.7279261478960158,0.7329730816422299,0.7327032061311028,NaN,NaN,0.73526271,0.7328553250000001,NaN,2738,547,65.1070308352671,58.2667315264065,NaN,NaN,0.00048182270609952154,0.0011812342984587332,0.0006994115923592116,116.86943206052987,102.45456622698839,19.178399148038054,60.836335997400504,32.169487321474605,21.79385594423833
2022-04-13T18:53:00Z,0.73695448,0.73695448,0.73654092,0.73654092,0.7367477,0.7343129966728886,NaN,0.721313149184822,0.7301653993800856,0.7124608989895584,0.7332941795000034,0.7384757232540956,0.7281126357459112,0.7331129968719463,0.7328301555377262,NaN,NaN,0.7353134100000001,0.7328553250000001,NaN,4749,775.8,62.36118525752537,59.43756554572105,NaN,NaN,0.00042774051434867554,0.001234087235295056,0.0008063467209463805,95.9545997851308,98.08762697266289,19.605121451686276,58.37652573599828,34.91209481726365,22.851459041975676
2022-04-13T18:54:00Z,0.73756429,0.73756429,0.73756429,0.73756429,0.73756429,0.7349034919050398,NaN,0.7213784276419547,0.7302724791148559,0.7124843761690535,0.7336301745000033,0.7390007703825513,0.7282595786174554,0.733287557386772,0.7329750778303643,NaN,NaN,0.736101145,0.733112765,NaN,1042,820.4,65.51351805823754,60.80407668594892,NaN,NaN,0.00042937775321982125,0.001343068912471157,0.0009136911592513358,109.470773420449,103.35470527800514,20.284764728646895,58.47417183777802,32.09911529773394,22.82467954542337
